dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.970950,3.444038,6.563341,2.109488,-0.376355,0.212132,0.774317
0.020000,7.000904,3.473537,6.605381,2.102042,-0.372297,0.202901,0.781120
0.020000,7.030559,3.503128,6.647275,2.094670,-0.368630,0.183365,0.787431
0.020000,7.059932,3.532795,6.689023,2.087384,-0.364286,0.217203,0.793257
0.020000,7.089037,3.562522,6.730626,2.080175,-0.360452,0.191705,0.798602
0.020000,7.117891,3.592296,6.772087,2.073039,-0.356805,0.182313,0.803472
0.020000,7.146509,3.622100,6.813406,2.065969,-0.353498,0.165366,0.807870
0.020000,7.174906,3.651922,6.854586,2.058965,-0.350226,0.163617,0.811801
0.020000,7.203097,3.681748,6.895626,2.052021,-0.347178,0.152375,0.815269
0.020000,7.231097,3.711565,6.936529,2.045130,-0.344532,0.132291,0.818278
0.020000,7.258920,3.741359,6.977294,2.038286,-0.342195,0.116872,0.820830
0.020000,7.286581,3.771118,7.017924,2.031483,-0.340196,0.099955,0.822929
0.020000,7.314095,3.800830,7.058418,2.024711,-0.338560,0.081776,0.824576
0.020000,7.341475,3.830482,7.098778,2.017969,-0.337138,0.071115,0.825774
0.020000,7.368735,3.860061,7.139002,2.011245,-0.336171,0.048378,0.826524
0.020000,7.395888,3.889556,7.179093,2.004534,-0.335566,0.030221,0.826826
0.020000,7.422948,3.918955,7.219050,1.997827,-0.335329,0.011875,0.826681
0.020000,7.449928,3.948245,7.258872,1.991118,-0.335460,-0.006554,0.826089
0.020000,7.476841,3.977414,7.298560,1.984400,-0.335903,-0.022167,0.825049
0.020000,7.503699,4.006450,7.338113,1.977664,-0.336781,-0.043899,0.823560
0.020000,7.530515,4.035341,7.377531,1.970904,-0.338009,-0.061377,0.821620
0.020000,7.557301,4.064074,7.416814,1.964112,-0.339588,-0.078979,0.819228
0.020000,7.584069,4.092638,7.455959,1.957282,-0.341512,-0.096197,0.816380
0.020000,7.610830,4.121019,7.494967,1.950407,-0.343745,-0.111625,0.813074
0.020000,7.637596,4.149204,7.533837,1.943484,-0.346162,-0.120847,0.809306
