dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.243967,6.032177,4.459746,0.640965,-1.393728,-0.521964,0.375765
0.020000,3.255397,6.036603,4.472003,0.612827,-1.406911,-0.659152,0.363203
0.020000,3.266347,6.040691,4.483691,0.584408,-1.420958,-0.702343,0.351411
0.020000,3.276802,6.044459,4.494804,0.555657,-1.437534,-0.828814,0.340372
0.020000,3.286748,6.047923,4.505336,0.526615,-1.452138,-0.730174,0.330065
0.020000,3.296173,6.051102,4.515283,0.497320,-1.464746,-0.630414,0.320472
0.020000,3.305066,6.054009,4.524639,0.467814,-1.475276,-0.526508,0.311572
0.020000,3.313413,6.056660,4.533397,0.437892,-1.496095,-1.040926,0.303352
0.020000,3.321206,6.059067,4.541553,0.407821,-1.503550,-0.372778,0.295790
0.020000,3.328436,6.061243,4.549103,0.377495,-1.516292,-0.637109,0.288873
0.020000,3.335093,6.063198,4.556042,0.346955,-1.527003,-0.535515,0.282585
0.020000,3.341170,6.064944,4.562365,0.316140,-1.540779,-0.688808,0.276912
0.020000,3.346661,6.066490,4.568069,0.285203,-1.546849,-0.303535,0.271842
0.020000,3.351558,6.067843,4.573150,0.254035,-1.558367,-0.575866,0.267363
0.020000,3.355858,6.069012,4.577605,0.222768,-1.563382,-0.250769,0.263464
0.020000,3.359554,6.070002,4.581432,0.191337,-1.571547,-0.408244,0.260136
0.020000,3.362643,6.070820,4.584628,0.159798,-1.576923,-0.268784,0.257373
0.020000,3.365124,6.071470,4.587192,0.128205,-1.579663,-0.137039,0.255165
0.020000,3.366989,6.071955,4.589119,0.096374,-1.591556,-0.594648,0.253512
0.020000,3.368242,6.072278,4.590413,0.064673,-1.585026,0.326547,0.252405
0.020000,3.368878,6.072442,4.591070,0.032864,-1.590475,-0.272474,0.251843
0.020000,3.369047,6.072486,4.591245,0.008718,-1.207315,19.157991,0.251694
0.020000,3.369052,6.072487,4.591250,0.000249,-0.423418,39.194873,0.251690
0.020000,3.369052,6.072487,4.591250,0.000000,-0.012464,20.547680,0.251690
